"確定病名","發病年份","發病週別","縣市","性別","是否為境外移入","年齡層","確定病例數","鄉鎮"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","30-34",2,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","30-34",2,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","30-34",1,"內湖區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","30-34",4,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","30-34",1,"北投區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","30-34",2,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","30-34",12,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","35-39",3,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","35-39",2,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","35-39",1,"大安區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","35-39",2,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","35-39",2,"內湖區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","35-39",3,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","35-39",1,"北投區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","35-39",1,"其他"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","35-39",1,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","35-39",1,"南港區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","35-39",23,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","40-44",2,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","40-44",3,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","40-44",3,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","40-44",1,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","40-44",2,"內湖區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","40-44",2,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","40-44",1,"北投區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","40-44",1,"松山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","40-44",1,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","40-44",20,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","45-49",1,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","45-49",4,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","45-49",4,"大安區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","45-49",1,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","45-49",3,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","45-49",4,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","45-49",6,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","45-49",30,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","50-54",3,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","50-54",2,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","50-54",1,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","50-54",4,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","50-54",2,"內湖區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","50-54",4,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","50-54",4,"北投區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","50-54",1,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","50-54",1,"南港區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","50-54",57,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","55-59",4,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","55-59",5,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","55-59",1,"大安區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","55-59",4,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","55-59",3,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","55-59",5,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","55-59",2,"北投區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","55-59",4,"松山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","55-59",2,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","55-59",49,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","5-9",1,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","60-64",2,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","60-64",2,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","60-64",1,"大安區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","60-64",4,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","60-64",3,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","60-64",4,"內湖區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","60-64",4,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","60-64",2,"北投區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","60-64",2,"松山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","60-64",37,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","65-69",1,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","65-69",1,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","65-69",2,"大安區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","65-69",2,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","65-69",3,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","65-69",2,"內湖區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","65-69",8,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","65-69",2,"北投區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","65-69",1,"松山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","65-69",2,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","65-69",1,"南港區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","65-69",33,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","70+",2,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","70+",2,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","70+",2,"大安區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","70+",1,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","70+",5,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","70+",1,"內湖區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","70+",3,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","70+",5,"北投區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","70+",3,"松山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","70+",3,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","70+",1,"南港區"
"嚴重特殊傳染性肺炎","2021","20","台北市","F","否","70+",24,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","0",1,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","1",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","10-14",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","15-19",1,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","15-19",2,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","15-19",1,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","15-19",3,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","20-24",1,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","20-24",1,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","20-24",1,"內湖區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","20-24",3,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","20-24",1,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","20-24",2,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","25-29",2,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","25-29",2,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","25-29",1,"大安區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","25-29",2,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","25-29",3,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","25-29",2,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","25-29",1,"南港區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","25-29",9,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","3",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","30-34",4,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","30-34",1,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","30-34",1,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","30-34",3,"松山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","30-34",5,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","35-39",2,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","35-39",2,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","35-39",3,"大安區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","35-39",1,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","35-39",3,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","35-39",2,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","35-39",2,"北投區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","35-39",1,"其他"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","35-39",1,"松山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","35-39",2,"南港區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","35-39",7,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","40-44",2,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","40-44",1,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","40-44",2,"大安區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","40-44",1,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","40-44",1,"內湖區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","40-44",3,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","40-44",3,"北投區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","40-44",2,"松山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","40-44",2,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","40-44",1,"南港區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","40-44",16,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","45-49",5,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","45-49",1,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","45-49",1,"大安區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","45-49",3,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","45-49",1,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","45-49",1,"內湖區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","45-49",2,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","45-49",1,"北投區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","45-49",1,"松山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","45-49",2,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","45-49",2,"南港區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","45-49",7,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","50-54",1,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","50-54",2,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","50-54",4,"大安區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","50-54",6,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","50-54",2,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","50-54",3,"內湖區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","50-54",5,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","50-54",3,"北投區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","50-54",3,"松山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","50-54",2,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","50-54",2,"南港區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","50-54",24,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","55-59",5,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","55-59",2,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","55-59",2,"大安區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","55-59",1,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","55-59",4,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","55-59",1,"內湖區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","55-59",3,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","55-59",1,"北投區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","55-59",1,"松山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","55-59",6,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","55-59",2,"南港區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","55-59",30,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","5-9",1,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","5-9",1,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","5-9",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","60-64",2,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","60-64",6,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","60-64",5,"大安區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","60-64",2,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","60-64",4,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","60-64",2,"內湖區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","60-64",3,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","60-64",2,"北投區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","60-64",4,"松山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","60-64",7,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","60-64",3,"南港區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","60-64",40,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","65-69",3,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","65-69",6,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","65-69",3,"大安區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","65-69",6,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","65-69",6,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","65-69",4,"內湖區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","65-69",5,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","65-69",3,"北投區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","65-69",2,"松山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","65-69",6,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","65-69",2,"南港區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","65-69",45,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","70+",6,"士林區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","70+",7,"大同區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","70+",6,"大安區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","70+",8,"中山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","70+",6,"中正區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","70+",1,"內湖區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","70+",8,"文山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","70+",4,"北投區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","70+",3,"松山區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","70+",9,"信義區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","70+",6,"南港區"
"嚴重特殊傳染性肺炎","2021","20","台北市","M","否","70+",50,"萬華區"
"嚴重特殊傳染性肺炎","2021","20","台東縣","F","否","50-54",1,"金峰鄉"
"嚴重特殊傳染性肺炎","2021","20","台南市","F","否","15-19",1,"麻豆區"
"嚴重特殊傳染性肺炎","2021","20","台南市","F","否","45-49",1,"安平區"
"嚴重特殊傳染性肺炎","2021","20","台南市","F","否","55-59",1,"麻豆區"
"嚴重特殊傳染性肺炎","2021","20","台南市","F","否","5-9",1,"麻豆區"
"嚴重特殊傳染性肺炎","2021","20","台南市","M","否","55-59",1,"安南區"
"嚴重特殊傳染性肺炎","2021","20","台南市","M","否","65-69",1,"佳里區"
"嚴重特殊傳染性肺炎","2021","20","台南市","M","否","65-69",1,"麻豆區"
"嚴重特殊傳染性肺炎","2021","20","台南市","M","否","65-69",1,"新營區"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","F","否","25-29",1,"頭城鎮"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","F","否","25-29",2,"羅東鎮"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","F","否","30-34",1,"冬山鄉"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","F","否","30-34",1,"羅東鎮"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","F","否","35-39",1,"南澳鄉"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","F","否","40-44",1,"礁溪鄉"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","F","否","55-59",1,"宜蘭市"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","F","否","70+",1,"冬山鄉"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","F","否","70+",1,"宜蘭市"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","F","否","70+",1,"礁溪鄉"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","M","否","10-14",1,"宜蘭市"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","M","否","20-24",1,"頭城鎮"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","M","否","35-39",1,"三星鄉"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","M","否","40-44",1,"員山鄉"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","M","否","55-59",1,"宜蘭市"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","M","否","60-64",1,"宜蘭市"
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","M","否","70+",2,"冬山鄉"
"嚴重特殊傳染性肺炎","2021","20","空值","F","是","25-29",1,"空值"
"嚴重特殊傳染性肺炎","2021","20","空值","F","是","30-34",1,"空值"
"嚴重特殊傳染性肺炎","2021","20","空值","F","是","45-49",1,"空值"
"嚴重特殊傳染性肺炎","2021","20","空值","F","是","55-59",1,"空值"
"嚴重特殊傳染性肺炎","2021","20","空值","F","是","5-9",1,"空值"
"嚴重特殊傳染性肺炎","2021","20","空值","M","是","10-14",1,"空值"
"嚴重特殊傳染性肺炎","2021","20","空值","M","是","20-24",3,"空值"
"嚴重特殊傳染性肺炎","2021","20","空值","M","是","25-29",4,"空值"
"嚴重特殊傳染性肺炎","2021","20","空值","M","是","30-34",5,"空值"
"嚴重特殊傳染性肺炎","2021","20","空值","M","是","35-39",1,"空值"
"嚴重特殊傳染性肺炎","2021","20","空值","M","是","4",1,"空值"
"嚴重特殊傳染性肺炎","2021","20","空值","M","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2021","20","空值","M","是","45-49",2,"空值"
"嚴重特殊傳染性肺炎","2021","20","空值","M","是","55-59",1,"空值"
"嚴重特殊傳染性肺炎","2021","20","花蓮縣","F","否","20-24",1,"花蓮市"
"嚴重特殊傳染性肺炎","2021","20","花蓮縣","F","否","25-29",1,"吉安鄉"
"嚴重特殊傳染性肺炎","2021","20","花蓮縣","F","否","50-54",1,"光復鄉"
"嚴重特殊傳染性肺炎","2021","20","花蓮縣","F","否","60-64",1,"花蓮市"
"嚴重特殊傳染性肺炎","2021","20","花蓮縣","M","否","55-59",1,"光復鄉"
"嚴重特殊傳染性肺炎","2021","20","花蓮縣","M","否","70+",1,"光復鄉"
"嚴重特殊傳染性肺炎","2021","20","南投縣","F","否","20-24",1,"草屯鎮"
"嚴重特殊傳染性肺炎","2021","20","南投縣","F","否","50-54",1,"名間鄉"
"嚴重特殊傳染性肺炎","2021","20","南投縣","F","否","50-54",2,"草屯鎮"
"嚴重特殊傳染性肺炎","2021","20","南投縣","M","否","25-29",1,"草屯鎮"
"嚴重特殊傳染性肺炎","2021","20","南投縣","M","否","50-54",1,"草屯鎮"
"嚴重特殊傳染性肺炎","2021","20","南投縣","M","否","55-59",1,"草屯鎮"
"嚴重特殊傳染性肺炎","2021","20","南投縣","M","否","65-69",1,"埔里鎮"
"嚴重特殊傳染性肺炎","2021","20","屏東縣","F","否","25-29",1,"九如鄉"
"嚴重特殊傳染性肺炎","2021","20","屏東縣","F","否","35-39",1,"潮州鎮"
"嚴重特殊傳染性肺炎","2021","20","屏東縣","F","否","55-59",1,"東港鎮"
"嚴重特殊傳染性肺炎","2021","20","屏東縣","F","否","55-59",2,"潮州鎮"
"嚴重特殊傳染性肺炎","2021","20","屏東縣","F","否","55-59",1,"鹽埔鄉"
"嚴重特殊傳染性肺炎","2021","20","屏東縣","F","否","60-64",1,"潮州鎮"
"嚴重特殊傳染性肺炎","2021","20","屏東縣","F","否","70+",1,"萬巒鄉"
"嚴重特殊傳染性肺炎","2021","20","屏東縣","M","否","1",1,"潮州鎮"
"嚴重特殊傳染性肺炎","2021","20","屏東縣","M","否","30-34",1,"竹田鄉"
"嚴重特殊傳染性肺炎","2021","20","屏東縣","M","否","35-39",1,"潮州鎮"
"嚴重特殊傳染性肺炎","2021","20","屏東縣","M","否","55-59",1,"潮州鎮"
"嚴重特殊傳染性肺炎","2021","20","屏東縣","M","否","60-64",1,"屏東市"
"嚴重特殊傳染性肺炎","2021","20","屏東縣","M","否","60-64",2,"潮州鎮"
"嚴重特殊傳染性肺炎","2021","20","屏東縣","M","否","65-69",1,"潮州鎮"
"嚴重特殊傳染性肺炎","2021","20","屏東縣","M","否","70+",1,"屏東市"
"嚴重特殊傳染性肺炎","2021","20","苗栗縣","F","否","40-44",1,"頭份市"
"嚴重特殊傳染性肺炎","2021","20","苗栗縣","F","否","55-59",1,"造橋鄉"
"嚴重特殊傳染性肺炎","2021","20","苗栗縣","M","否","3",1,"造橋鄉"
"嚴重特殊傳染性肺炎","2021","20","苗栗縣","M","否","50-54",1,"三灣鄉"
"嚴重特殊傳染性肺炎","2021","20","苗栗縣","M","否","60-64",1,"造橋鄉"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","15-19",1,"中壢區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","15-19",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","20-24",6,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","20-24",1,"龜山區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","25-29",1,"中壢區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","25-29",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","25-29",1,"新屋區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","30-34",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","30-34",3,"龜山區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","35-39",1,"中壢區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","35-39",3,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","35-39",1,"楊梅區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","35-39",1,"龍潭區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","40-44",1,"中壢區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","40-44",5,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","40-44",3,"龜山區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","40-44",1,"觀音區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","45-49",1,"八德區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","45-49",1,"楊梅區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","45-49",1,"龍潭區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","45-49",1,"龜山區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","45-49",2,"蘆竹區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","50-54",1,"中壢區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","50-54",3,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","50-54",1,"龜山區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","55-59",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","55-59",1,"楊梅區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","60-64",1,"八德區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","60-64",3,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","60-64",2,"龜山區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","65-69",1,"八德區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","65-69",2,"中壢區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","65-69",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","65-69",1,"蘆竹區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","65-69",1,"觀音區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","70+",1,"八德區"
