"Id","CenterLatitude","CenterLongitude","AccessURL","Title","ProjectNo","ProjectName","Date","Class.x","Class.y"
"03-001QL",24.6737255,121.33870718,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220929_121338707_024673725_14_000_RSImage_UAV_Ortho/","20220929_正射影像_新竹縣尖石鄉玉峰村","111PC016","111年度石門水庫集水區減砂入庫土砂觀測分析暨調適方案追蹤評估","2022-09-29","正射影像",NA
"03-001QM",24.65809435,121.3944401,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220823_121394440_024658094_16_000_RSImage_UAV_Ortho/","20220823_正射影像_桃園市復興區華陵里","111LL013","111-112年度雪霧鬧、光華、義興及上巴陵等地區潛在大規模崩塌調查監測計畫(1／2)","2022-08-23","正射影像",NA
"03-001QN",24.56818824,121.3081027,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221004_121308103_024568188_13_000_RSImage_UAV_Ortho/","20221004_正射影像_新竹縣尖石鄉秀巒村","111PC016","111年度石門水庫集水區減砂入庫土砂觀測分析暨調適方案追蹤評估","2022-10-04","正射影像",NA
"03-001QO",24.61844168,121.28820017,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221104_121288200_024618442_15_000_RSImage_UAV_Ortho/","20221104_正射影像_新竹縣尖石鄉秀巒村","111000NP","非委辦計畫類","2022-11-04","正射影像",NA
"03-001QP",24.8105069,121.37585311,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220927_121375853_024810507_14_000_RSImage_UAV_Ortho/","20220927_正射影像_桃園市復興區霞雲里","111PC016","111年度石門水庫集水區減砂入庫土砂觀測分析暨調適方案追蹤評估","2022-09-27","正射影像",NA
"03-001QQ",24.98763232,121.5970601,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221108_121597060_024987632_17_000_RSImage_UAV_Ortho/","20221108_正射影像_臺北市文山區政大里","101141246248664754647","個人計畫","2022-11-08","正射影像",NA
"03-001QT",22.69084752,121.01617513,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220905_121016175_022690848_16_000_RSImage_UAV_Ortho/","20220905_正射影像_臺東縣太麻里鄉美和村","111WS045","111年度臺東分局土石流防災整備與緊急應變計畫","2022-09-05","正射影像",NA
"03-001QU",24.65838558,121.39517636,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220919_121395176_024658386_15_000_RSImage_UAV_Ortho/","20220919_正射影像_桃園市復興區華陵里","111LL013","111-112年度雪霧鬧、光華、義興及上巴陵等地區潛在大規模崩塌調查監測計畫(1／2)","2022-09-19","正射影像",NA
"03-001QV",22.53304122,120.95218684,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220906_120952187_022533041_16_000_RSImage_UAV_Ortho/","20220906_正射影像_臺東縣太麻里鄉金崙村","111WS045","111年度臺東分局土石流防災整備與緊急應變計畫","2022-09-06","正射影像",NA
"03-001QW",24.71828863,121.34539487,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220926_121345395_024718289_14_000_RSImage_UAV_Ortho/","20220926_正射影像_桃園市復興區高義里","111PC016","111年度石門水庫集水區減砂入庫土砂觀測分析暨調適方案追蹤評估","2022-09-26","正射影像",NA
"03-001QX",24.69989352,121.35875706,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220926_121358757_024699894_14_000_RSImage_UAV_Ortho/","20220926_正射影像_桃園市復興區高義里","111PC016","111年度石門水庫集水區減砂入庫土砂觀測分析暨調適方案追蹤評估","2022-09-26","正射影像",NA
"03-001QY",23.3884589,121.82208717,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221117_121822087_023388459_15_000_RSImage_UAV_Ortho/",NA,"111000NP","非委辦計畫類","2022-11-17","正射影像",NA
"03-001QZ",24.65862713,121.39517836,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220614_121395178_024658627_15_000_RSImage_UAV_Ortho/","20220614_正射影像_桃園市復興區華陵里","111LL013","111-112年度雪霧鬧、光華、義興及上巴陵等地區潛在大規模崩塌調查監測計畫(1／2)","2022-06-14","正射影像",NA
"03-001R0",23.61540618,121.50265684,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221111_121502657_023615406_17_000_RSImage_UAV_Ortho/","20221111_正射影像_花蓮縣豐濱鄉豐濱村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-11-11","正射影像",NA
"03-001R1",23.62521595,121.49331585,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221111_121493316_023625216_17_000_RSImage_UAV_Ortho/","20221111_正射影像_花蓮縣豐濱鄉豐濱村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-11-11","正射影像",NA
"03-001R2",22.53717659,120.9594626,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220606_120959463_022537177_15_000_RSImage_UAV_Ortho/","20220606_正射影像_臺東縣太麻里鄉金崙村","111WS045","111年度臺東分局土石流防災整備與緊急應變計畫","2022-06-06","正射影像",NA
