"確定病名","個案研判日","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數"
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",28
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",28
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","25-29",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","60-64",2
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",28
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","八里區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","八里區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","八里區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","八里區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","八里區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三芝區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三芝區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三芝區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三芝區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三芝區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三重區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三重區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三重區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三重區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三重區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三峽區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三峽區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三峽區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三峽區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三峽區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","土城區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","土城區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","土城區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","土城區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","土城區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","中和區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","中和區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","中和區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","中和區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","中和區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","五股區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","五股區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","五股區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","五股區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","五股區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","平溪區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","平溪區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","平溪區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","平溪區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","平溪區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","永和區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","永和區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","永和區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","永和區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","永和區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石門區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石門區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石門區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石門區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石門區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石碇區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石碇區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石碇區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石碇區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石碇區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","汐止區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","汐止區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","汐止區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","汐止區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","汐止區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","其他","女","否","50-54",28
"嚴重特殊傳染性肺炎","2021/05/14","新北市","其他","女","否","55-59",84
"嚴重特殊傳染性肺炎","2021/05/14","新北市","其他","女","否","60-64",28
"嚴重特殊傳染性肺炎","2021/05/14","新北市","其他","女","否","65-69",28
"嚴重特殊傳染性肺炎","2021/05/14","新北市","其他","女","否","70+",28
"嚴重特殊傳染性肺炎","2021/05/14","新北市","坪林區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","坪林區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","坪林區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","坪林區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","坪林區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","林口區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","林口區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","林口區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","林口區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","林口區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","板橋區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","板橋區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","板橋區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","板橋區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","板橋區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","金山區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","金山區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","金山區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","金山區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","金山區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","泰山區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","泰山區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","泰山區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","泰山區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","泰山區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","烏來區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","烏來區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","烏來區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","烏來區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","烏來區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","貢寮區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","貢寮區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","貢寮區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","貢寮區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","貢寮區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","淡水區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","淡水區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","淡水區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","淡水區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","淡水區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","深坑區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","深坑區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","深坑區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","深坑區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","深坑區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新店區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新店區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新店區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新店區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新店區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新莊區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新莊區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新莊區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新莊區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新莊區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","瑞芳區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","瑞芳區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","瑞芳區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","瑞芳區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","瑞芳區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","萬里區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","萬里區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","萬里區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","萬里區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","萬里區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","樹林區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","樹林區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","樹林區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","樹林區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","樹林區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","雙溪區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","雙溪區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","雙溪區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","雙溪區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","雙溪區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","蘆洲區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","蘆洲區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","蘆洲區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","蘆洲區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","蘆洲區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","鶯歌區","女","否","50-54",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","鶯歌區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2021/05/14","新北市","鶯歌區","女","否","60-64",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","鶯歌區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","鶯歌區","女","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","八里區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","八里區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","八里區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","八里區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","八里區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三芝區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三芝區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三芝區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三芝區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三芝區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三重區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三重區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三重區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三重區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三重區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三峽區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三峽區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三峽區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三峽區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","三峽區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","土城區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","土城區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","土城區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","土城區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","土城區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","中和區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","中和區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","中和區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","中和區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","中和區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","五股區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","五股區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","五股區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","五股區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","五股區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","平溪區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","平溪區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","平溪區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","平溪區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","平溪區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","永和區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","永和區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","永和區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","永和區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","永和區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石門區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石門區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石門區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石門區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石門區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石碇區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石碇區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石碇區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石碇區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","石碇區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","汐止區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","汐止區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","汐止區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","汐止區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","汐止區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","其他","男","否","15-19",28
"嚴重特殊傳染性肺炎","2021/05/14","新北市","其他","男","否","45-49",28
"嚴重特殊傳染性肺炎","2021/05/14","新北市","其他","男","否","55-59",28
"嚴重特殊傳染性肺炎","2021/05/14","新北市","其他","男","否","60-64",140
"嚴重特殊傳染性肺炎","2021/05/14","新北市","其他","男","否","70+",28
"嚴重特殊傳染性肺炎","2021/05/14","新北市","坪林區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","坪林區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","坪林區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","坪林區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","坪林區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","林口區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","林口區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","林口區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","林口區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","林口區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","板橋區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","板橋區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","板橋區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","板橋區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","板橋區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","金山區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","金山區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","金山區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","金山區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","金山區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","泰山區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","泰山區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","泰山區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","泰山區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","泰山區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","烏來區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","烏來區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","烏來區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","烏來區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","烏來區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","貢寮區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","貢寮區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","貢寮區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","貢寮區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","貢寮區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","淡水區","男","否","15-19",1
